26,13,6,12,13,29,6,12
6,27,7,12,3,31,20,7
20,7,30,28,20,24,3,12
6,13,6,12,3,12,1,12
20,20,26,12,3,12,3,12
26,19,13,20,26,6,19,12
4,27,3,7,13,1,12,13
20,7,12,28,12,12,1,13
27,3,12,1,12,27,18,13
13,30,23,3,12,12,20,27
29,18,6,35,13,11,20,26
12,32,30,20,7,12,12,12
1,7,12,35,3,12,31,7
12,18,30,3,13,23,20,20
1,19,12,11,26,6,1,6
18,20,27,18,26,3,12,6
20,26,18,20,26,18,20,26
1,7,1,7,12,12,6,12
30,20,18,26,7,12,20,27
26,18,1,19,12,24,3,12
1,3,12,6,12,13,31,7
12,30,29,24,26,29,23,20
27,3,12,26,3,13,30,18
12,30,3,12,6,6,3,12
6,16,3,7,6,18,27,7
12,27,18,11,26,18,30,12
6,12,24,26,12,12,7,12
6,3,31,35,7,30,6,18
18,30,6,18,1,26,27,12
12,30,6,18,30,6,3,12
12,27,12,27,12,6,19,12
26,1,26,26,35,3,7,12
33,27,28,3,12,6,5,12
18,29,3,29,23,12,6,18
12,6,7,18,29,23,3,20
1,12,12,11,20,7,3,13
18,30,20,27,3,12,24,26
4,27,13,7,11,20,26,20
7,30,18,27,29,28,19,12
25,3,8,30,7,6,3,12
1,7,18,30,26,35,24,26
25,6,18,11,26,6,18,11
3,12,27,18,6,6,12,12
3,31,19,12,3,30,30,12
12,12,12,32,31,3,12,12
1,20,3,12,12,12,12,12
12,12,30,6,18,11,26,18
3,20,7,12,30,24,26,18
1,26,18,30,30,20,12,26
18,27,3,12,27,6,6,12
12,16,3,13,30,16,3,13
20,18,31,7,20,18,31,7
26,3,12,23,6,19,12,7
1,3,12,6,13,6,3,12
3,7,27,12,31,29,6,12
6,3,12,18,30,3,7,12
12,11,26,29,6,18,27,12
12,9,13,20,31,2,6,12
26,18,20,6,18,11,26,7
20,29,3,12,6,12,27,20
12,27,6,3,7,12,12,13
20,20,12,27,18,26,27,6
7,12,33,18,30,32,30,6
20,18,30,33,18,30,24,26
20,20,26,23,20,20,26,23
4,31,12,3,12,24,26,18
13,30,20,26,18,6,3,12
18,11,26,6,19,12,6,12
12,27,19,12,12,27,18,23
18,26,19,12,18,31,18,23
18,30,3,12,29,28,7,12
3,12,18,31,7,12,12,27
3,31,35,7,30,18,30,6
26,23,12,12,7,12,17,12
6,19,12,18,27,12,18,30
18,31,3,28,20,24,18,20
7,12,6,3,12,6,19,12
12,12,12,12,12,12,31,13
20,6,18,18,31,6,3,13
2,7,12,31,6,3,12,13
12,27,7,29,3,7,12,12
27,6,7,12,35,19,12,27
2,12,1,30,19,12,12,12
1,18,20,30,2,8,12,27
12,30,20,30,20,7,6,18
12,18,11,26,18,6,3,12
12,27,19,12,12,27,19,12
18,11,26,3,12,6,12,12
26,7,12,17,12,12,23,12
30,20,26,18,26,6,19,12
12,26,3,12,31,29,6,13
26,18,6,20,7,30,6,18
6,7,30,20,28,12,6,18
6,3,7,12,18,11,26,18
1,3,29,6,3,7,7,12
26,18,7,18,11,3,26,12
12,20,7,13,30,24,3,12
6,3,12,18,27,3,12,12
1,20,18,30,12,26,3,12
12,6,3,12,12,23,3,12
6,7,30,17,23,6,7,12
7,27,3,12,6,7,12,17
26,2,6,18,27,13,3,12
3,31,35,18,30,18,20,30
12,20,33,7,12,27,7,12
20,3,7,12,11,26,3,12
6,19,12,18,11,20,26,6
20,3,7,12,31,28,6,12
12,7,6,12,12,12,6,18
12,20,26,24,26,19,12,20
12,30,12,20,6,3,12,12
1,20,26,26,6,18,30,29
12,20,1,26,7,12,27,13
3,12,11,20,26,3,12,26
26,3,12,12,30,3,13,30
18,11,26,18,18,11,26,18
18,30,18,6,3,12,12,18
18,30,26,18,35,18,6,12
12,30,6,18,30,7,20,20
4,27,13,18,11,20,26,20
7,27,3,2,6,12,12,12
18,27,3,12,23,6,3,12
13,1,19,13,6,12,17,12
12,24,26,7,27,24,26,12
20,35,18,30,3,12,31,29
12,12,30,20,26,20,6,18
1,26,11,26,11,26,26,26
3,13,20,20,6,4,7,12
26,18,13,30,20,26,19,12
18,30,29,24,26,18,30,6
